b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
1,X,A,NA,0,279932,$0.00 ,25,$12.67 ,$10.75 ,$12.00 ,$16.00 ,3,4,1,2,18,13,6,42,1,0,100584576
0,X,E,80,0,55409,50895,31,$10.00 ,$17.74 ,$10.00 ,$10.00 ,4,32,3,15,6,35,10,129,0,1,100669103
0,X,A,53,1,81718,51464,23,$7.00 ,$7.40 ,$7.00 ,$7.00 ,4,5,4,5,19,6,4,33,1,0,100500349
0,X,E,NA,0,55587,$0.00 ,36,$10.00 ,$15.56 ,,$10.00 ,1,18,0,7,17,12,5,91,1,0,100476231
1,X,D,81,1,198900,84092,42,$13.00 ,$8.89 ,,$16.00 ,2,9,0,3,19,15,6,66,0,1,100417168
0,Z,E,53,1,47294,35173,35,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,16,12,5,16,1,0,100277359
0,X,E,NA,0,43084,$0.00 ,25,$15.00 ,$11.00 ,,$15.00 ,2,4,1,1,21,11,5,45,1,0,100665151
0,X,E,60,1,67310,59482,23,$20.00 ,$12.50 ,,$20.00 ,2,3,1,1,18,11,5,44,0,1,100956956
0,X,E,NA,0,31424,33837,38,$10.00 ,$5.33 ,,$10.00 ,1,18,0,11,19,12,5,123,1,0,101058846
0,X,D,43,0,76731,$0.00 ,28,$19.00 ,$15.50 ,$16.67 ,$10.00 ,5,10,3,7,18,13,6,52,1,0,100224753
0,Z,D,NA,0,86014,$0.00 ,35,$15.00 ,$12.50 ,$15.00 ,$10.00 ,1,2,1,1,18,13,6,20,1,0,100756433
0,X,A,37,1,131787,56106,21,$21.67 ,$17.20 ,$25.00 ,$20.00 ,2,9,0,5,14,13,5,112,1,0,100505222
1,X,D,74,1,218607,70223,29,$23.33 ,$17.33 ,$23.33 ,$20.00 ,3,9,3,7,25,15,6,87,1,0,100717735
0,X,A,NA,0,70178,$0.00 ,0,$24.17 ,$19.95 ,$25.00 ,$22.00 ,6,22,5,12,15,20,5,69,1,0,100096567
0,X,B,NA,0,114441,$0.00 ,23,$27.00 ,$18.60 ,$28.00 ,$26.00 ,2,10,1,4,19,13,6,112,1,0,100789002
0,X,E,NA,0,58291,$0.00 ,30,$19.00 ,$12.20 ,,$19.00 ,1,5,0,3,26,10,4,69,1,0,100431059
0,X,A,NA,0,451098,$0.00 ,20,$12.50 ,$10.00 ,$14.50 ,$15.00 ,3,6,1,2,21,13,5,62,0,1,100401860
0,X,E,68,1,49793,38585,35,$19.00 ,$17.50 ,,$19.00 ,2,7,1,4,27,10,5,82,0,1,100756795
1,X,C,NA,1,68287,43155,32,$6.33 ,$5.17 ,$6.50 ,$6.00 ,2,5,1,2,17,11,5,40,1,0,100241840
0,X,B,36,1,214102,60730,34,$11.20 ,$10.38 ,$12.50 ,$10.00 ,5,13,2,5,18,14,6,100,1,0,100394287
0,X,D,NA,0,63916,$0.00 ,33,$5.22 ,$4.83 ,$5.29 ,$5.00 ,9,36,7,23,17,13,6,124,1,0,100370056
0,Z,E,29,0,71712,57488,43,$23.00 ,$23.00 ,$23.00 ,$23.00 ,2,2,2,2,21,11,5,21,0,1,100654201
0,X,B,55,1,71883,58261,27,$19.50 ,$11.67 ,,$25.00 ,1,8,0,0,18,12,5,92,0,1,100041315
0,X,E,77,0,37687,$0.00 ,18,$14.50 ,$11.60 ,$14.00 ,$14.00 ,2,5,1,3,22,12,6,76,1,0,100913847
0,X,C,56,0,176928,57604,27,$10.57 ,$9.33 ,$10.00 ,$10.00 ,6,14,3,6,18,14,5,52,1,0,100056886
0,Z,B,79,1,69427,66965,22,$15.00 ,$10.50 ,$15.00 ,$6.00 ,1,2,1,1,15,12,4,16,1,0,100694458
0,X,E,37,1,51416,50953,26,$30.75 ,$20.78 ,$32.33 ,$20.00 ,4,9,3,6,24,12,6,57,0,1,101052903
0,X,E,36,0,48012,45359,30,$9.67 ,$9.80 ,$8.00 ,$11.00 ,4,6,3,3,17,15,7,30,0,1,100921493
0,X,B,72,1,97615,52068,34,$11.67 ,$11.67 ,$10.00 ,$15.00 ,2,2,1,1,16,9,3,32,0,1,100251808
0,X,D,62,0,59195,$0.00 ,34,$20.00 ,$16.67 ,,$20.00 ,2,4,1,2,27,5,3,105,1,0,101045284
1,X,A,NA,0,64717,$0.00 ,0,$10.00 ,$8.59 ,$10.00 ,$5.00 ,6,27,2,13,18,14,6,105,1,0,100675528
0,X,E,81,0,$0.00 ,61815,0,$26.00 ,$22.71 ,,$32.00 ,2,7,0,2,20,13,6,105,1,0,100977237
0,X,C,43,1,89986,55176,43,$14.50 ,$8.71 ,$15.00 ,$14.00 ,3,22,2,14,19,13,6,127,1,0,100847651
0,Y,D,NA,1,52395,25697,39,$11.67 ,$11.67 ,$5.00 ,$25.00 ,3,3,2,2,20,13,6,33,0,1,100910595
0,X,E,53,1,57406,41191,22,$15.00 ,$13.00 ,,$15.00 ,2,4,0,1,20,11,5,41,0,1,100953919
0,X,E,43,1,42412,41596,41,$23.00 ,$23.00 ,$22.50 ,$25.00 ,4,4,2,2,18,12,5,33,1,0,100630704
0,X,A,85,1,105005,66898,27,$15.00 ,$7.00 ,,$15.00 ,1,5,0,3,26,9,4,113,1,0,100987537
0,Z,D,NA,0,162368,$0.00 ,3,$18.00 ,$18.00 ,$18.00 ,$18.00 ,2,2,2,2,17,12,5,17,1,0,100037849
0,X,D,33,1,115207,62762,23,$14.00 ,$9.42 ,$13.50 ,$15.00 ,3,12,2,6,21,12,6,92,1,0,100320307
0,Z,A,60,1,387840,87663,32,$13.00 ,$13.00 ,$10.00 ,$16.00 ,2,2,1,1,19,14,6,23,1,0,100119038
1,X,E,NA,0,38892,36764,21,$5.22 ,$5.09 ,$5.17 ,$5.00 ,10,12,7,7,16,15,7,34,1,0,100614006
1,X,E,80,1,36129,46285,36,$15.00 ,$10.00 ,$15.00 ,$10.00 ,2,12,1,6,4,32,5,89,1,0,101025414
1,X,C,61,1,65776,56371,37,$4.14 ,$4.11 ,$4.00 ,$5.00 ,8,10,5,5,19,14,7,30,1,0,100746895
1,X,E,72,0,34305,41341,24,$3.33 ,$3.25 ,$3.67 ,$3.00 ,5,7,2,2,18,10,5,32,0,1,100854380
1,X,A,85,1,384358,73559,34,$18.00 ,$11.70 ,$25.00 ,$15.00 ,2,19,0,9,19,24,10,121,0,1,100023002
0,Y,E,45,1,43289,40907,37,$18.00 ,$18.00 ,$18.00 ,$18.00 ,1,1,1,1,15,7,2,15,1,0,100518242
0,X,A,52,1,228323,57571,30,$48.33 ,$42.50 ,$52.50 ,$55.00 ,4,5,3,3,20,14,7,45,1,0,100581083
0,X,B,64,0,70826,59355,41,$5.00 ,$4.84 ,$5.00 ,$5.00 ,3,18,3,10,21,10,4,122,1,0,100251871
0,Z,E,53,0,31288,$0.00 ,32,$23.00 ,$23.00 ,$23.00 ,$23.00 ,1,1,1,1,17,12,5,17,0,1,100084434
1,X,E,58,0,36466,$0.00 ,20,$12.67 ,$9.88 ,$12.25 ,$14.00 ,6,16,4,8,17,13,6,96,1,0,100942302
0,X,E,62,0,41707,33164,41,$27.00 ,$10.88 ,$14.00 ,$40.00 ,3,9,2,5,19,14,7,78,1,0,100467691
1,X,A,87,0,325803,59553,11,$12.33 ,$6.39 ,$13.00 ,$5.00 ,3,28,2,16,19,23,6,124,1,0,100484326
1,X,C,29,1,97193,65789,45,$6.25 ,$5.54 ,$6.25 ,$10.00 ,4,13,4,8,17,14,6,53,0,1,100412834
0,X,B,35,1,99787,48044,35,$20.00 ,$12.80 ,$20.00 ,$20.00 ,2,6,2,5,28,10,5,68,0,1,100331435
0,X,E,NA,0,23546,$0.00 ,39,$12.00 ,$12.38 ,$14.00 ,$10.00 ,4,8,2,4,15,13,6,62,1,0,100382964
0,Z,E,NA,0,53319,48672,32,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,23,8,3,23,0,1,100573208
0,Z,E,NA,0,31684,$0.00 ,29,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,17,12,5,17,1,0,100961902
0,X,E,NA,0,38375,$0.00 ,30,$26.75 ,$22.83 ,$28.33 ,$28.00 ,4,6,3,4,23,13,6,41,1,0,100709981
1,X,E,50,1,168909,66202,25,$13.33 ,$10.13 ,$10.00 ,$15.00 ,3,8,1,5,18,13,6,81,1,0,101011452
0,X,E,72,1,33533,16572,27,$17.50 ,$8.83 ,$20.00 ,$15.00 ,2,6,1,2,18,13,6,87,0,1,100864839
0,X,C,44,0,61998,34492,48,$22.50 ,$16.73 ,$25.00 ,$20.00 ,4,15,2,6,16,14,6,61,1,0,100338432
0,Z,E,NA,1,79381,47324,47,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,18,10,4,18,0,1,101012070
0,X,B,18,1,310676,78142,19,$17.50 ,$17.50 ,$17.50 ,$20.00 ,3,3,3,3,23,11,5,34,1,0,100308176
0,X,E,62,0,51501,37565,27,$20.00 ,$12.18 ,,$20.00 ,2,11,0,6,18,13,6,65,0,1,100660907
1,X,E,84,0,64671,55751,27,$7.20 ,$8.27 ,$8.00 ,$7.00 ,6,27,2,14,16,13,6,111,1,0,101032071
1,X,E,29,1,46668,44619,16,$7.50 ,$6.38 ,$7.50 ,$9.00 ,8,13,4,6,18,13,6,53,0,1,100474754
0,X,A,63,1,209829,53340,32,$16.00 ,$15.86 ,,$18.00 ,2,7,0,3,18,13,6,89,1,0,100968725
1,X,E,43,0,39687,37498,34,$9.00 ,$6.24 ,$4.80 ,$30.00 ,6,17,5,10,17,13,6,77,1,0,100283532
0,X,B,NA,0,76066,$0.00 ,32,$10.00 ,$10.00 ,$15.00 ,$15.00 ,2,2,1,1,20,10,4,28,1,0,100136230
1,X,E,48,1,40210,39030,24,$4.80 ,$4.00 ,$6.00 ,$7.00 ,5,12,2,5,17,13,6,56,1,0,100174725
1,X,B,79,0,349937,$0.00 ,50,$7.00 ,$7.00 ,$6.00 ,$10.00 ,4,4,3,3,18,13,6,28,0,1,100436387
0,Z,E,65,1,79500,50588,42,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,24,7,3,24,0,1,100434167
0,X,A,85,1,145578,69760,29,$16.00 ,$12.40 ,$15.00 ,$15.00 ,4,11,3,8,19,9,5,88,1,0,100887926
0,X,E,84,1,45015,37941,27,$10.00 ,$8.92 ,$10.00 ,$10.00 ,2,11,0,6,20,11,5,88,1,0,100929811
0,X,D,47,1,177893,65289,44,$9.25 ,$6.78 ,$9.50 ,$9.00 ,4,18,2,8,24,10,5,81,0,1,100237816
1,X,A,NA,1,290509,73460,39,$7.80 ,$6.10 ,$8.00 ,$5.00 ,5,10,3,6,21,12,6,56,0,1,100208710
0,X,C,81,1,62592,44658,31,$10.67 ,$9.23 ,,$10.00 ,3,13,0,5,16,7,3,103,0,1,100634432
0,Z,B,79,1,263093,86626,54,$15.00 ,$15.00 ,$15.00 ,$15.00 ,2,2,2,2,17,11,5,17,0,1,100061613
0,Y,D,69,1,77499,50745,30,$10.67 ,$10.23 ,$11.00 ,$12.00 ,3,13,2,8,17,12,5,103,1,0,100359592
0,X,A,59,1,206141,75020,35,$11.33 ,$9.17 ,$12.00 ,$16.00 ,3,6,2,3,21,12,6,68,1,0,100311234
0,X,E,69,1,46353,38751,46,$13.00 ,$9.20 ,,$14.00 ,1,9,0,3,17,14,5,118,1,0,100709556
0,X,E,67,0,50162,54066,35,$26.00 ,$16.33 ,,$26.00 ,2,9,0,3,18,15,6,121,1,0,100646367
0,X,B,61,0,47924,36402,35,$0.00 ,$13.40 ,,$15.00 ,0,10,0,5,5,32,5,88,1,0,100065222
0,Y,B,74,1,105178,67990,34,$10.67 ,$10.67 ,$11.00 ,$10.00 ,4,4,3,3,16,13,6,24,0,1,100217756
0,X,E,NA,1,111394,60509,33,$22.50 ,$18.33 ,$20.00 ,$25.00 ,3,4,2,3,19,14,7,43,0,1,100206823
0,X,E,NA,0,47797,$0.00 ,38,$15.00 ,$15.00 ,$15.00 ,$20.00 ,2,2,2,2,24,9,4,28,0,1,100190491
0,X,C,47,1,74327,38508,38,$10.33 ,$9.71 ,$10.40 ,$10.00 ,6,7,5,5,15,14,6,33,1,0,101030592
0,X,B,76,1,83191,44547,28,$12.33 ,$9.67 ,,$15.00 ,2,8,0,3,17,12,5,121,1,0,100137004
0,X,D,59,1,50994,59652,44,$5.25 ,$6.38 ,$5.50 ,$5.00 ,4,13,2,5,19,13,6,69,1,0,100659210
0,X,E,75,1,76113,40054,29,$7.86 ,$6.86 ,$8.00 ,$10.00 ,7,38,5,14,18,9,4,92,1,0,100051690
0,X,D,44,1,58582,45707,28,$10.00 ,$7.67 ,$10.00 ,$10.00 ,5,10,2,4,17,14,7,57,1,0,100078068
0,X,A,75,1,90993,60479,33,$9.25 ,$9.27 ,$10.67 ,$10.00 ,3,10,2,3,16,14,5,78,0,1,100111517
0,X,D,61,1,65477,63272,26,$30.00 ,$24.00 ,,$30.00 ,1,5,0,2,27,10,5,75,0,1,100416260
0,X,C,60,1,60619,62004,32,$13.33 ,$13.33 ,$10.00 ,$15.00 ,2,2,0,0,14,9,3,31,1,0,100548655
0,X,A,62,1,101458,63252,0,$30.00 ,$31.15 ,$30.00 ,$50.00 ,2,13,2,9,18,13,6,122,0,1,100483032
0,Z,E,54,1,66711,48783,40,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,10,4,17,1,0,100439070
1,X,E,82,1,90805,53364,18,$5.00 ,$3.70 ,$5.00 ,$5.00 ,4,20,2,12,18,11,5,127,1,0,100517664
0,X,A,77,0,392198,151261,35,$50.00 ,$15.71 ,,$50.00 ,1,7,0,2,17,15,6,88,1,0,100101908
1,X,D,41,0,52611,40940,12,$3.33 ,$2.86 ,$3.00 ,$3.00 ,6,21,2,14,17,12,6,113,0,1,100273913
0,X,B,27,1,111094,55258,36,$13.50 ,$11.00 ,$13.50 ,$24.00 ,2,3,2,2,17,12,6,29,1,0,100989301
1,X,C,44,1,56082,40078,43,$7.60 ,$6.60 ,$7.00 ,$6.00 ,5,10,3,5,9,26,11,52,0,1,100797326
0,X,B,48,1,148404,46540,46,$13.33 ,$11.25 ,$15.00 ,$20.00 ,3,4,2,3,18,12,6,53,0,1,100734968
0,X,E,67,0,28705,44687,27,$12.00 ,$10.15 ,$12.00 ,$12.00 ,3,27,2,15,21,13,6,102,1,0,100853803
0,X,B,NA,0,76309,$0.00 ,39,$20.00 ,$9.09 ,$20.00 ,$20.00 ,1,11,1,8,21,12,6,124,0,1,100297873
0,X,A,47,0,144800,38638,18,$34.50 ,$18.91 ,$34.50 ,$41.00 ,2,22,2,10,21,13,6,103,1,0,100780888
0,X,B,NA,0,238001,$0.00 ,9,$10.50 ,$10.35 ,$10.63 ,$15.00 ,10,23,8,14,21,15,6,92,0,1,100972733
1,X,A,62,0,272213,$0.00 ,0,$3.40 ,$3.36 ,$4.00 ,$3.00 ,5,11,2,5,19,9,4,88,0,1,100676081
0,X,A,NA,1,185598,65175,0,$12.00 ,$11.53 ,,$18.00 ,0,16,0,7,25,26,4,90,1,0,100482332
0,X,D,55,1,198478,60511,38,$13.33 ,$13.33 ,$13.33 ,$15.00 ,3,3,3,3,15,11,5,32,1,0,100230301
0,X,A,55,0,116114,62386,36,$20.00 ,$18.40 ,$20.00 ,$20.00 ,2,6,2,4,16,14,6,76,1,0,100208638
0,X,B,52,1,198099,122441,25,$17.71 ,$13.93 ,$20.00 ,$10.00 ,7,14,2,6,19,13,6,68,0,1,100540777
0,X,B,NA,0,79803,$0.00 ,42,$20.00 ,$15.20 ,$20.00 ,$15.00 ,2,5,2,4,24,13,6,81,0,1,100235075
0,X,E,58,0,75830,35975,22,$19.00 ,$14.33 ,,$20.00 ,2,6,0,2,18,11,4,86,1,0,100667283
0,X,A,NA,1,365477,60508,34,$16.00 ,$14.50 ,$16.00 ,$17.00 ,2,4,2,3,17,12,4,64,1,0,100390402
0,Z,E,77,1,25699,36999,32,$9.00 ,$9.20 ,$5.00 ,$10.00 ,4,5,1,1,16,15,6,23,1,0,100943484
1,X,A,86,0,301102,$0.00 ,29,$17.50 ,$14.86 ,$17.50 ,$20.00 ,2,42,2,8,5,31,7,127,1,0,100389028
1,Z,B,69,1,89615,62002,63,$8.33 ,$8.33 ,$7.50 ,$10.00 ,3,3,2,2,18,12,6,24,0,1,100717204
0,X,D,67,1,96534,62800,32,$20.00 ,$11.30 ,$20.00 ,$20.00 ,2,10,2,7,24,11,6,101,0,1,100801706
0,X,E,61,1,57994,38494,20,$27.50 ,$20.60 ,,$30.00 ,2,10,0,5,16,12,5,93,1,0,100816560
0,X,E,50,1,42427,42567,10,$9.17 ,$9.17 ,$8.75 ,$10.00 ,6,6,4,4,24,12,6,35,1,0,100164960
1,X,B,67,0,91930,$0.00 ,26,$8.60 ,$6.30 ,$9.33 ,$8.00 ,5,10,3,5,17,10,4,89,0,1,100136756
0,Z,E,NA,0,51322,$0.00 ,24,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,18,10,4,18,0,1,100470091
0,X,A,87,0,567985,105702,0,$10.00 ,$5.74 ,$10.00 ,$10.00 ,1,27,1,17,21,12,5,128,1,0,100098191
0,X,A,74,1,154613,91910,33,$8.33 ,$8.62 ,$7.50 ,$10.00 ,2,12,1,6,18,12,5,104,1,0,100699206
0,X,C,60,1,61417,39001,31,$23.75 ,$17.75 ,$25.00 ,$25.00 ,4,8,1,1,18,14,6,55,1,0,100944610
1,X,D,76,0,77821,45762,41,$5.00 ,$4.33 ,$5.00 ,$5.00 ,7,16,4,6,19,12,7,53,1,0,100815843
0,X,E,NA,0,36701,$0.00 ,14,$12.50 ,$12.50 ,$15.00 ,$15.00 ,3,3,2,2,18,11,5,29,0,1,100440906
0,X,B,74,1,92218,62586,35,$19.00 ,$12.00 ,$19.00 ,$15.00 ,1,9,1,6,10,20,7,77,0,1,100060919
0,X,C,42,1,94099,51364,36,$12.67 ,$12.00 ,$13.00 ,$16.00 ,4,5,3,3,24,13,7,36,1,0,100740884
0,X,B,64,1,143899,78039,16,$25.00 ,$14.16 ,,$25.00 ,0,24,0,12,25,10,4,128,0,1,100444550
0,X,E,47,0,61896,41641,40,$20.33 ,$17.67 ,$16.00 ,$25.00 ,3,6,1,2,18,13,6,41,0,1,100935487
0,X,D,NA,1,149198,59501,31,$11.67 ,$11.67 ,$11.67 ,$15.00 ,2,2,2,2,16,11,5,32,0,1,100706431
0,X,C,43,1,38314,27440,20,$16.50 ,$10.25 ,$17.00 ,$21.00 ,4,12,3,10,18,13,6,93,0,1,100531638
0,X,B,81,1,66666,54063,25,$12.33 ,$7.50 ,$13.00 ,$15.00 ,3,14,2,11,21,12,6,125,0,1,100499835
0,X,E,32,1,48302,50900,33,$17.00 ,$17.00 ,$15.00 ,$19.00 ,2,2,1,1,18,10,4,33,1,0,100902601
0,X,E,NA,1,145298,37055,43,$12.00 ,$9.00 ,$9.00 ,$15.00 ,2,7,1,5,15,12,5,76,1,0,100931630
0,Z,C,30,1,72518,57267,24,$20.00 ,$20.00 ,$20.00 ,$20.00 ,0,0,0,0,20,9,3,20,0,1,100077502
0,X,A,71,0,47214,31589,31,$10.00 ,$10.00 ,$10.00 ,$10.00 ,3,12,1,7,16,14,6,105,0,1,100869178
0,X,E,55,1,72383,38396,41,$20.00 ,$8.75 ,,$20.00 ,1,4,0,2,19,12,6,53,1,0,101048557
1,X,C,63,1,93824,65722,37,$12.50 ,$12.50 ,,$15.00 ,2,2,0,0,25,9,4,32,0,1,100940555
0,Z,E,70,1,51977,41962,35,$20.00 ,$20.00 ,$20.00 ,$20.00 ,0,0,0,0,16,10,4,16,1,0,100728217
0,X,B,49,1,138019,100975,36,$14.40 ,$12.57 ,$16.50 ,$13.00 ,5,7,2,3,18,13,6,44,1,0,100116009
0,Y,D,56,0,70229,59999,9,$11.00 ,$11.00 ,$5.00 ,$17.00 ,1,1,0,0,17,9,3,32,1,0,100176888
0,X,E,NA,0,33211,$0.00 ,28,$5.33 ,$5.11 ,$5.40 ,$5.00 ,6,9,5,6,24,12,6,41,0,1,100460669
0,Y,C,40,1,75089,51591,29,$20.00 ,$13.21 ,,$20.00 ,1,13,0,8,25,11,4,123,1,0,100040606
0,X,C,65,0,70184,$0.00 ,37,$11.60 ,$10.67 ,$11.50 ,$13.00 ,6,7,3,4,20,16,7,45,1,0,100412788
1,X,E,NA,1,28022,40783,26,$11.00 ,$6.87 ,$12.00 ,$12.00 ,6,23,1,15,15,7,4,125,1,0,100846248
1,X,E,NA,0,33405,39502,35,$5.75 ,$6.18 ,$6.50 ,$5.00 ,4,34,2,14,17,11,5,114,0,1,100175369
0,X,B,67,1,215323,78645,35,$17.50 ,$17.50 ,,$20.00 ,2,2,0,0,19,10,4,32,1,0,100042144
1,X,B,52,1,205892,32220,13,$8.33 ,$7.00 ,$10.00 ,$10.00 ,3,4,2,2,17,12,6,28,1,0,100976240
0,X,C,75,1,76784,35965,31,$12.50 ,$8.33 ,$15.00 ,$15.00 ,2,9,1,4,17,16,6,74,1,0,100820274
1,X,A,7,1,224981,52287,21,$17.17 ,$10.55 ,$17.50 ,$17.00 ,6,31,4,15,17,17,7,125,1,0,100585206
0,X,E,76,1,41190,31780,27,$13.40 ,$11.00 ,$17.50 ,$5.00 ,5,7,2,3,19,16,6,57,0,1,100633808
0,X,E,43,1,43817,51465,32,$11.00 ,$8.89 ,$7.00 ,$15.00 ,3,10,2,6,26,13,7,58,1,0,100438201
0,X,C,41,1,227632,59351,30,$18.00 ,$13.67 ,$18.00 ,$21.00 ,2,3,2,3,22,12,6,44,1,0,100250287
0,X,E,60,1,39657,28267,23,$15.00 ,$7.18 ,$15.00 ,$20.00 ,2,17,2,9,22,12,6,98,1,0,100935472
0,X,A,37,1,141410,69687,51,$26.00 ,$20.67 ,,$27.00 ,2,3,0,1,17,13,6,41,0,1,100310069
0,X,C,86,1,71303,30714,18,$34.50 ,$22.30 ,,$37.00 ,1,9,0,4,25,10,4,79,0,1,100108526
0,X,E,56,1,64676,43151,23,$20.00 ,$13.50 ,,$20.00 ,0,5,0,3,24,8,3,121,0,1,100742134
1,X,C,NA,0,77066,52299,35,$10.67 ,$8.75 ,$9.00 ,$15.00 ,3,4,1,1,15,11,4,43,1,0,100362117
0,X,E,72,1,51998,37814,30,$17.20 ,$14.00 ,$15.50 ,$18.00 ,5,10,2,4,16,14,6,75,1,0,100142593
0,X,D,46,1,82204,51574,42,$15.20 ,$12.22 ,$15.25 ,$15.00 ,5,9,4,7,19,14,6,52,0,1,100417640
0,Z,B,64,1,58030,57227,44,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,2,2,2,20,11,5,20,1,0,100887217
0,X,D,69,1,99013,51649,45,$12.50 ,$8.75 ,$15.00 ,$15.00 ,2,4,1,2,20,11,5,53,1,0,100911957
0,X,C,47,1,72085,42456,40,$15.00 ,$10.40 ,,$20.00 ,2,5,0,1,19,13,6,41,1,0,100168787
1,X,D,62,0,57290,$0.00 ,25,$8.20 ,$10.00 ,$7.50 ,$10.00 ,4,5,1,1,14,12,5,31,1,0,100319884
0,X,E,61,0,68229,$0.00 ,40,$17.00 ,$7.45 ,$15.00 ,$15.00 ,4,21,2,12,26,13,7,129,1,0,100385221
0,X,E,57,1,62109,31632,19,$15.00 ,$10.00 ,$15.00 ,$15.00 ,0,2,0,2,15,9,3,55,1,0,100421459
1,X,B,82,1,59779,46648,21,$16.00 ,$12.06 ,$15.00 ,$23.00 ,2,18,1,8,7,29,6,103,1,0,100617691
0,X,E,83,0,51325,40594,38,$25.00 ,$25.00 ,,$25.00 ,2,7,0,5,18,13,6,110,1,0,100089777
0,X,E,72,1,39617,45057,39,$13.75 ,$12.80 ,$15.00 ,$15.00 ,3,9,1,5,16,12,5,85,1,0,100902900
0,X,E,52,1,50594,45280,36,$10.00 ,$7.93 ,$10.00 ,$15.00 ,2,14,1,5,18,13,6,122,1,0,100736540
1,X,C,84,0,37998,44783,34,$7.40 ,$6.08 ,$8.33 ,$10.00 ,5,13,3,8,17,26,11,93,0,1,100451653
0,X,A,NA,0,$0.00 ,$0.00 ,0,$15.00 ,$10.17 ,,$15.00 ,1,12,0,2,18,11,4,128,1,0,100482634
0,X,B,NA,0,136354,46104,32,$0.00 ,$10.00 ,,$15.00 ,0,3,0,0,26,9,4,44,1,0,100603605
0,X,E,67,1,124466,68860,36,$21.00 ,$12.88 ,,$21.00 ,0,7,0,2,25,12,4,112,0,1,100131303
0,X,E,82,0,58002,41646,41,$18.00 ,$12.33 ,,$19.00 ,2,9,0,6,19,13,6,127,1,0,100256848
1,X,E,71,1,82000,55940,36,$11.00 ,$5.47 ,,$11.00 ,2,16,1,8,20,13,6,87,0,1,100817784
0,X,B,70,1,116085,62384,40,$10.25 ,$10.33 ,$10.25 ,$11.00 ,4,6,4,6,16,13,6,53,1,0,100308007
1,X,C,78,0,127495,35705,62,$15.00 ,$7.17 ,$20.00 ,$5.00 ,3,13,2,10,20,13,6,124,1,0,100250411
0,X,E,47,1,41172,40835,35,$9.75 ,$9.80 ,$9.67 ,$10.00 ,4,5,3,3,19,11,6,32,0,1,100095342
0,Z,E,63,0,42007,37483,23,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,8,3,21,0,1,100665540
0,Z,D,48,1,58972,37440,34,$20.00 ,$20.00 ,$15.00 ,$25.00 ,2,2,1,1,19,13,6,24,1,0,100333421
0,X,E,NA,1,33812,34322,29,$6.33 ,$5.00 ,$4.33 ,$5.00 ,6,17,3,7,17,11,5,67,0,1,100381821
0,X,A,NA,0,142503,$0.00 ,31,$12.50 ,$12.60 ,$12.50 ,$15.00 ,2,15,2,12,16,16,6,129,1,0,100780723
1,X,E,NA,0,64701,$0.00 ,35,$4.60 ,$4.08 ,$4.25 ,$4.00 ,6,21,5,13,23,10,5,129,0,1,100181579
0,X,E,NA,0,50901,$0.00 ,28,$15.00 ,$9.63 ,,$15.00 ,2,9,1,3,19,14,7,66,1,0,100474020
0,X,A,87,1,42597,40268,0,$7.60 ,$6.14 ,$7.33 ,$8.00 ,5,21,3,7,21,8,4,112,1,0,100674941
0,X,E,77,1,41789,34526,24,$6.67 ,$5.19 ,$5.00 ,$5.00 ,3,16,1,9,18,11,5,127,0,1,100665241
1,X,A,NA,1,372714,89512,0,$15.67 ,$13.00 ,$16.00 ,$17.00 ,2,12,1,4,15,14,5,104,1,0,100868836
0,X,C,44,1,58304,69472,35,$12.00 ,$10.60 ,$10.00 ,$16.00 ,4,11,3,7,27,11,6,82,0,1,100456102
0,X,A,36,1,79029,52370,34,$15.00 ,$12.56 ,$15.00 ,$15.00 ,3,9,1,5,20,13,6,91,1,0,100876863
0,Z,A,NA,0,138729,$0.00 ,36,$15.00 ,$15.00 ,$15.00 ,$20.00 ,2,2,2,2,18,12,5,26,1,0,100595211
0,X,E,40,0,42663,$0.00 ,41,$22.50 ,$11.88 ,$15.00 ,$30.00 ,2,40,1,17,25,9,5,112,1,0,101052939
0,X,E,NA,0,43482,$0.00 ,34,$7.75 ,$6.67 ,$7.00 ,$10.00 ,3,8,1,3,18,11,5,75,1,0,100544154
0,X,E,67,1,46826,36802,28,$7.75 ,$6.00 ,$7.75 ,$8.00 ,3,7,3,4,16,12,5,50,1,0,100560056
0,X,B,73,0,90730,$0.00 ,32,$20.00 ,$9.22 ,$20.00 ,$20.00 ,1,9,1,7,24,10,6,130,1,0,100540919
0,X,E,NA,1,54293,43726,26,$11.50 ,$11.50 ,$10.00 ,$16.00 ,5,5,3,3,21,13,7,34,1,0,100666660
